Birth frame,Birth ID,End frame,End ID,End of Movie,Died1,FUCCI_ON_FRAME,Questionable1,Questionable2,Notes,Birthtimeh,Lifetimeh,EOM,died,G1_time,S_G2_M_time,Match
42,C,344,A,,,287,,,,10.9,78,FALSE,FALSE,63.3,14.7,
42,C,421,A,,,349,,,,10.9,97.9,FALSE,FALSE,79.3,18.6,
42,D,454,,TRUE,,,,,,10.9,106.4,TRUE,FALSE,106.4,0,
42,D,454,,TRUE,,,,,,10.9,106.4,TRUE,FALSE,106.4,0,
43,A,454,,TRUE,,,,,,11.1,106.2,TRUE,FALSE,106.2,0,
43,A,454,,TRUE,,,,,,11.1,106.2,TRUE,FALSE,106.2,0,
43,B,454,,TRUE,,,,,,11.1,106.2,TRUE,FALSE,106.2,0,
43,B,454,,TRUE,,,,,,11.1,106.2,TRUE,FALSE,106.2,0,
43,C,369,A,,,313,,,,11.1,84.2,FALSE,FALSE,69.8,14.5,
43,C,385,A,,,333,,,,11.1,88.4,FALSE,FALSE,74.9,13.4,
44,A,332,B,,,248,,,,11.4,74.4,FALSE,FALSE,52.7,21.7,
44,A,305,B,,,249,,,,11.4,67.4,FALSE,FALSE,53,14.5,
44,B,454,,TRUE,,421,,,FUCCI still on at the end of the movie; the cell has not divided yet ,11.4,105.9,TRUE,FALSE,97.4,8.5,
44,B,454,,TRUE,,,,,,11.4,105.9,TRUE,FALSE,105.9,0,
44,C,454,,TRUE,,,,,,11.4,105.9,TRUE,FALSE,105.9,0,
44,C,454,,TRUE,,,,,,11.4,105.9,TRUE,FALSE,105.9,0,
45,A,454,,TRUE,,,,,,11.6,105.7,TRUE,FALSE,105.7,0,
45,A,454,,TRUE,,,,,,11.6,105.7,TRUE,FALSE,105.7,0,
45,B,454,,TRUE,,,,,,11.6,105.7,TRUE,FALSE,105.7,0,
45,B,454,,TRUE,,,,,,11.6,105.7,TRUE,FALSE,105.7,0,
45,C,376,D,,,343,TRUE,TRUE,"FUCCI may have come on earlier, the cell was partially out of the focal plane for most of the movie",11.6,85.5,FALSE,FALSE,77,8.5,
45,C,454,,TRUE,,453,TRUE,TRUE,"FUCCI may have come on earlier, the cell was partially out of the focal plane for most of the movie",11.6,105.7,TRUE,FALSE,105.4,0.3,
45,D,313,A,,,268,,,,11.6,69.2,FALSE,FALSE,57.6,11.6,
45,D,454,,TRUE,,,,,,11.6,105.7,TRUE,FALSE,105.7,0,
46,A,454,,TRUE,,,,,,11.9,105.4,TRUE,FALSE,105.4,0,
46,A,454,,TRUE,,,,,,11.9,105.4,TRUE,FALSE,105.4,0,
46,B,454,,TRUE,,,,,,11.9,105.4,TRUE,FALSE,105.4,0,
46,B,454,,TRUE,,,,,,11.9,105.4,TRUE,FALSE,105.4,0,
46,C,354,B,,,294,,,,11.9,79.6,FALSE,FALSE,64.1,15.5,
46,C,400,A,,,338,,,,11.9,91.5,FALSE,FALSE,75.4,16,
47,A,454,,TRUE,,,,,,12.1,105.1,TRUE,FALSE,105.1,0,
47,A,454,,TRUE,,,,,,12.1,105.1,TRUE,FALSE,105.1,0,
47,B,454,,TRUE,,,,,,12.1,105.1,TRUE,FALSE,105.1,0,
47,B,454,,TRUE,,,,,,12.1,105.1,TRUE,FALSE,105.1,0,
47,C,454,,TRUE,,,,,,12.1,105.1,TRUE,FALSE,105.1,0,
47,C,454,,TRUE,,,,,,12.1,105.1,TRUE,FALSE,105.1,0,
48,A,454,,TRUE,,,,,,12.4,104.9,TRUE,FALSE,104.9,0,
48,A,454,,TRUE,,,,,,12.4,104.9,TRUE,FALSE,104.9,0,
48,B,169,A,,,128,,,,12.4,31.3,FALSE,FALSE,20.7,10.6,
48,B,454,,TRUE,,,,,,12.4,104.9,TRUE,FALSE,104.9,0,
48,C,396,A,,,333,,,,12.4,89.9,FALSE,FALSE,73.6,16.3,
48,C,454,,TRUE,,,,,,12.4,104.9,TRUE,FALSE,104.9,0,
49,A,454,,TRUE,,,,,,12.7,104.6,TRUE,FALSE,104.6,0,
49,A,454,,TRUE,,,,,,12.7,104.6,TRUE,FALSE,104.6,0,
49,B,454,,TRUE,,,,,,12.7,104.6,TRUE,FALSE,104.6,0,
49,B,454,,TRUE,,,,,,12.7,104.6,TRUE,FALSE,104.6,0,
49,C,315,A,,,252,,,,12.7,68.7,FALSE,FALSE,52.4,16.3,
49,C,454,,TRUE,,418,TRUE,TRUE,FUCCI may have come on earlier; the cell was partially out of the focal plane.  FUCCI was still on at the end of the movie; the cell had not yet divided ,12.7,104.6,TRUE,FALSE,95.3,9.3,
50,A,454,,TRUE,,,,,,12.9,104.4,TRUE,FALSE,104.4,0,
50,A,454,,TRUE,,,,,,12.9,104.4,TRUE,FALSE,104.4,0,
50,B,454,,TRUE,,,,,,12.9,104.4,TRUE,FALSE,104.4,0,
50,B,454,,TRUE,,,,,,12.9,104.4,TRUE,FALSE,104.4,0,
50,C,392,C,,,342,,,,12.9,88.4,FALSE,FALSE,75.4,12.9,
50,C,454,,TRUE,,,,,,12.9,104.4,TRUE,FALSE,104.4,0,
51,A,319,A,,,223,,,,13.2,69.2,FALSE,FALSE,44.4,24.8,
51,A,454,,TRUE,,,,,,13.2,104.1,TRUE,FALSE,104.1,0,
51,B,320,A,,,273,,,,13.2,69.5,FALSE,FALSE,57.4,12.1,
51,B,379,A,,,306,,,,13.2,84.7,FALSE,FALSE,65.9,18.9,
51,C,454,,TRUE,,,,,,13.2,104.1,TRUE,FALSE,104.1,0,
51,C,454,,TRUE,,,,,,13.2,104.1,TRUE,FALSE,104.1,0,
52,A,454,,TRUE,,437,,,FUCCI is still on at the end of the movie; the cell had not yet divided,13.4,103.9,TRUE,FALSE,99.5,4.4,
52,A,454,,TRUE,,,,,,13.4,103.9,TRUE,FALSE,103.9,0,
52,B,454,,TRUE,,,,,,13.4,103.9,TRUE,FALSE,103.9,0,
52,B,454,,TRUE,,,,,,13.4,103.9,TRUE,FALSE,103.9,0,
52,C,454,,TRUE,,,,,,13.4,103.9,TRUE,FALSE,103.9,0,
52,C,454,,TRUE,,,,,,13.4,103.9,TRUE,FALSE,103.9,0,
53,A,454,,TRUE,,351,,,FUCCI is still on at the end of the movie; the cell had not yet divided,13.7,103.6,TRUE,FALSE,77,26.6,
53,A,454,,TRUE,,,,,,13.7,103.6,TRUE,FALSE,103.6,0,
53,B,369,B,,,313,TRUE,TRUE,FUCCI may have come on earlier; the cell was partially out of the focal plane.  FUCCI was still on at the end of the movie; the cell had not yet divided ,13.7,81.6,FALSE,FALSE,67.2,14.5,
53,B,454,,TRUE,,417,TRUE,TRUE,FUCCI may have come on earlier; the cell was partially out of the focal plane.  FUCCI was still on at the end of the movie; the cell had not yet divided ,13.7,103.6,TRUE,FALSE,94,9.6,
53,C,454,,TRUE,,,,,,13.7,103.6,TRUE,FALSE,103.6,0,
53,C,454,,TRUE,,,,,,13.7,103.6,TRUE,FALSE,103.6,0,
54,A,365,D,,,316,,,,14,80.3,FALSE,FALSE,67.7,12.7,
54,A,454,,TRUE,,,,,,14,103.3,TRUE,FALSE,103.3,0,
54,B,454,,TRUE,,,,,,14,103.3,TRUE,FALSE,103.3,0,
54,B,454,,TRUE,,,,,,14,103.3,TRUE,FALSE,103.3,0,
55,B,449,B,,,399,TRUE,TRUE,FUCCI may have come on earlier; the cell was partially out of the focal plane.  FUCCI was still on at the end of the movie; the cell had not yet divided ,14.2,101.8,FALSE,FALSE,88.9,12.9,
55,B,454,,TRUE,,,,,,14.2,103.1,TRUE,FALSE,103.1,0,
55,C,454,,TRUE,,,,,,14.2,103.1,TRUE,FALSE,103.1,0,
55,C,454,,TRUE,,,,,,14.2,103.1,TRUE,FALSE,103.1,0,
56,A,454,,TRUE,,299,,,FUCCI goes off at frame 417 without the cell dividing,14.5,102.8,TRUE,FALSE,62.8,40,
56,A,454,,TRUE,,427,,,FUCCI is still on at the end of the movie; the cell had not yet divided,14.5,102.8,TRUE,FALSE,95.8,7,
56,B,454,,TRUE,,,,,,14.5,102.8,TRUE,FALSE,102.8,0,
56,B,454,,TRUE,,,,,,14.5,102.8,TRUE,FALSE,102.8,0,
57,C,454,,TRUE,,,,,,14.7,102.6,TRUE,FALSE,102.6,0,
57,C,454,,TRUE,,,,,,14.7,102.6,TRUE,FALSE,102.6,0,
57,D,454,,TRUE,,,,,,14.7,102.6,TRUE,FALSE,102.6,0,
57,D,454,,TRUE,,,,,,14.7,102.6,TRUE,FALSE,102.6,0,
58,B,415,A,,,343,,,,15,92.2,FALSE,FALSE,73.6,18.6,
58,B,454,,TRUE,,,,,,15,102.3,TRUE,FALSE,102.3,0,
58,C,360,B,,,310,TRUE,TRUE,FUCCI may have come on earlier; the cell was partially out of the focal plane.  FUCCI was still on at the end of the movie; the cell had not yet divided ,15,78,FALSE,FALSE,65.1,12.9,
58,C,454,,TRUE,,422,,TRUE,FUCCI was still on at the end of the movie; the cell had not yet divided ,15,102.3,TRUE,FALSE,94,8.3,
59,C,384,A,,,316,,,,15.2,84,FALSE,FALSE,66.4,17.6,
59,C,454,,TRUE,,,,,,15.2,102,TRUE,FALSE,102,0,
59,D,323,A,,,257,TRUE,TRUE,FUCCI may have come on earlier; the cell was partially out of the focal plane.  ,15.2,68.2,FALSE,FALSE,51.2,17.1,
59,D,454,,TRUE,,438,TRUE,TRUE,FUCCI may have come on earlier; the cell was partially out of the focal plane.  FUCCI was still on at the end of the movie; the cell had not yet divided ,15.2,102,TRUE,FALSE,97.9,4.1,
60,A,441,A,,,385,TRUE,TRUE,FUCCI may have come on earlier; the cell was partially out of the focal plane.  ,15.5,98.4,FALSE,FALSE,84,14.5,
60,A,454,,TRUE,,,,,,15.5,101.8,TRUE,FALSE,101.8,0,
60,B,454,,TRUE,,,,,,15.5,101.8,TRUE,FALSE,101.8,0,
60,B,454,,TRUE,,,,,,15.5,101.8,TRUE,FALSE,101.8,0,
61,B,454,,TRUE,,,,,,15.8,101.5,TRUE,FALSE,101.5,0,
61,B,454,,TRUE,,,,,,15.8,101.5,TRUE,FALSE,101.5,0,
63,E,454,,TRUE,,411,,,FUCCI was still on at the end of the movie; the cell had not yet divided ,16.3,101,TRUE,FALSE,89.9,11.1,
63,E,454,,TRUE,,,,,,16.3,101,TRUE,FALSE,101,0,
63,F,454,,TRUE,,,,,,16.3,101,TRUE,FALSE,101,0,
63,F,454,,TRUE,,,,,,16.3,101,TRUE,FALSE,101,0,
63,G,454,,TRUE,,,TRUE,TRUE,Cell was partially out of the focal plane for most of the movie,16.3,101,TRUE,FALSE,101,0,
63,G,454,,TRUE,,,TRUE,TRUE,,16.3,101,TRUE,FALSE,101,0,
64,E,157,A,,,116,,,,16.5,24,FALSE,FALSE,13.4,10.6,
64,E,327,B,,,270,,,,16.5,67.9,FALSE,FALSE,53.2,14.7,
64,F,454,,TRUE,,,,,,16.5,100.8,TRUE,FALSE,100.8,0,
64,F,454,,TRUE,,,,,,16.5,100.8,TRUE,FALSE,100.8,0,
65,D,385,B,,,334,,,,16.8,82.7,FALSE,FALSE,69.5,13.2,
65,D,454,,TRUE,,392,,,FUCCI was still on at the end of the movie; the cell had not yet divided,16.8,100.5,TRUE,FALSE,84.5,16,
65,E,449,C,,,384,TRUE,TRUE,FUCCI may have come on earlier; the cell was partially out of the focal plane ,16.8,99.2,FALSE,FALSE,82.4,16.8,
65,E,454,,TRUE,,,,,,16.8,100.5,TRUE,FALSE,100.5,0,
66,B,427,A,,,373,,,,17.1,93.3,FALSE,FALSE,79.3,14,
66,B,454,,TRUE,,,,,,17.1,100.2,TRUE,FALSE,100.2,0,
67,C,425,B,,,365,,,,17.3,92.5,FALSE,FALSE,77,15.5,
67,C,454,,TRUE,,,,,,17.3,100,TRUE,FALSE,100,0,
70,D,454,,TRUE,,,,,,18.1,99.2,TRUE,FALSE,99.2,0,
70,D,454,,TRUE,,,,,,18.1,99.2,TRUE,FALSE,99.2,0,
70,E,345,A,,,271,,,,18.1,71,FALSE,FALSE,51.9,19.1,
70,E,454,,TRUE,,,,,,18.1,99.2,TRUE,FALSE,99.2,0,
70,F,454,,TRUE,,,,,,18.1,99.2,TRUE,FALSE,99.2,0,
70,F,454,,TRUE,,,,,,18.1,99.2,TRUE,FALSE,99.2,0,
70,G,454,,TRUE,,,,,,18.1,99.2,TRUE,FALSE,99.2,0,
70,G,454,,TRUE,,,,,,18.1,99.2,TRUE,FALSE,99.2,0,
71,A,444,A,,,392,,,Cell tracked was the end frame of a previously tracked cell,18.3,96.4,FALSE,FALSE,82.9,13.4,
71,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,18.3,98.9,TRUE,FALSE,98.9,0,
72,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,18.6,98.7,TRUE,FALSE,98.7,0,
72,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,18.6,98.7,TRUE,FALSE,98.7,0,
73,A,454,,TRUE,,267,,,FUCCI goes off at frame 345 without the cell dividing ,18.9,98.4,TRUE,FALSE,50.1,48.3,
73,A,454,,TRUE,,,,,,18.9,98.4,TRUE,FALSE,98.4,0,
74,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,19.1,98.2,TRUE,FALSE,98.2,0,
74,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,19.1,98.2,TRUE,FALSE,98.2,0,
75,B,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,19.4,97.9,TRUE,FALSE,97.9,0,
75,B,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,19.4,97.9,TRUE,FALSE,97.9,0,
76,B,454,,TRUE,,,,,,19.6,97.7,TRUE,FALSE,97.7,0,
76,B,454,,TRUE,,,,,,19.6,97.7,TRUE,FALSE,97.7,0,
77,A,454,,TRUE,,,,,,19.9,97.4,TRUE,FALSE,97.4,0,
77,A,454,,TRUE,,,,,,19.9,97.4,TRUE,FALSE,97.4,0,
78,D,454,,TRUE,,,TRUE,TRUE,Cell was partially out of the focal plane for most of the end of the movie,20.2,97.1,TRUE,FALSE,97.1,0,
78,D,454,,TRUE,,,TRUE,TRUE,Cell was partially out of the focal plane for most of the end of the movie,20.2,97.1,TRUE,FALSE,97.1,0,
79,A,454,,TRUE,,,,,,20.4,96.9,TRUE,FALSE,96.9,0,
79,A,454,,TRUE,,,,,,20.4,96.9,TRUE,FALSE,96.9,0,
80,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,20.7,96.6,TRUE,FALSE,96.6,0,
80,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,20.7,96.6,TRUE,FALSE,96.6,0,
81,B,441,B,,,369,,,Cell tracked was the end frame of a previously tracked cell,20.9,93,FALSE,FALSE,74.4,18.6,
81,B,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,20.9,96.4,TRUE,FALSE,96.4,0,
83,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,21.4,95.8,TRUE,FALSE,95.8,0,
83,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,21.4,95.8,TRUE,FALSE,95.8,0,
84,B,454,,TRUE,,,,,,21.7,95.6,TRUE,FALSE,95.6,0,
84,B,454,,TRUE,,,,,,21.7,95.6,TRUE,FALSE,95.6,0,
86,B,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,22.2,95.1,TRUE,FALSE,95.1,0,
86,B,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,22.2,95.1,TRUE,FALSE,95.1,0,
88,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,22.7,94.6,TRUE,FALSE,94.6,0,
88,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,22.7,94.6,TRUE,FALSE,94.6,0,
90,C,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,23.3,94,TRUE,FALSE,94,0,
90,C,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,23.3,94,TRUE,FALSE,94,0,
92,B,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,23.8,93.5,TRUE,FALSE,93.5,0,
92,B,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,23.8,93.5,TRUE,FALSE,93.5,0,
93,B,454,,TRUE,,435,,,FUCCI was still on at then end of the movie; the cell had not yet divided ,24,93.3,TRUE,FALSE,88.4,4.9,
93,B,454,,TRUE,,,,,,24,93.3,TRUE,FALSE,93.3,0,
94,A,454,,TRUE,,452,,,FUCCI was still on at then end of the movie; the cell had not yet divided ,24.3,93,TRUE,FALSE,92.5,0.5,
94,A,454,,TRUE,,,,,,24.3,93,TRUE,FALSE,93,0,
95,A,454,,TRUE,,,,,,24.5,92.7,TRUE,FALSE,92.7,0,
95,A,454,,TRUE,,,,,,24.5,92.7,TRUE,FALSE,92.7,0,
96,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,24.8,92.5,TRUE,FALSE,92.5,0,
96,A,454,,TRUE,,,,,Cell tracked was the end frame of a previously tracked cell,24.8,92.5,TRUE,FALSE,92.5,0,
97,A,448,B,,,399,,,,25.1,90.7,FALSE,FALSE,78,12.7,
97,A,454,,TRUE,,,,,,25.1,92.2,TRUE,FALSE,92.2,0,
